OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1565583,04092010405,Kanki Japanese House Of Steaks,4500 Old Wake Forest RD ,,RALEIGH,NC,27609-6235,(919) 876-4157,1991/05/08 00:00:00+00,Restaurant,6873,-78.6099575,35.84195384,M
1565584,04092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2660 ext. 22751,1991/10/28 00:00:00+00,Public School Lunchrooms,6889,-78.37227706,35.7854195,M
1565585,04092013513,Mitchells Catering,1732 Capital BLVD ,,RALEIGH,NC,27604-1362,(919) 847-0135,2002/01/24 00:00:00+00,Restaurant,6906,-78.61946829,35.80200303,M
1565586,04092300049,Fresh Market Seafood and Meat Market,400 WOODBURN RD,,RALEIGH,NC,27605-1324,(919) 828-7888,1991/08/26 00:00:00+00,Meat Market,6935,-78.65855965,35.78994083,M
1565587,04092013798,Chili's Grill and Bar #867,115 Carillon Dr ,,GARNER,NC,27529,(919) 771-1700,2003/04/16 00:00:00+00,Restaurant,6955,-78.58321782,35.6933369,M
1565588,04092021190,Harris Teeter #112 Deli,270 Grande Heights Dr ,,CARY,NC,27513,(919) 460-4326,2003/06/23 00:00:00+00,Food Stand,6959,-78.7805746,35.804703,M
1565589,04092011381,McDonald's #7618,1567 Us 70 Hwy E,,GARNER,NC,27529,(919) 772-9496,1993/09/01 00:00:00+00,Restaurant,6933,-78.55377531,35.68895612,M
1565590,04092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,NC,27617,(919) 405-7100,2003/07/25 00:00:00+00,Restaurant,6965,-78.78491152,35.90773733,M
1565591,04092021198,Food Lion #572 Produce,8320-120 Litchford Rd ,,RALEIGH,NC,27615,(919) 790-8146,2003/06/30 00:00:00+00,Food Stand,6960,-78.60100965,35.89311432,M
1565592,04092110136,Fuquay Varina Middle Sch. Cafet.,109 N Ennis St ,,FUQUAY VARINA,NC,27526,(919) 557-2727 ext. 24113,1986/04/30 00:00:00+00,Public School Lunchrooms,6969,-78.79386952,35.58581803,M
1565593,04092025343,Smith's Smokehouse & Smoothies @ Hubb Kitchen,1129 Corporation PKY ,Suite 199,RALEIGH,NC,27610,(919) 578-3344,2021/02/23 00:00:00+00,Food Stand,6983,-78.56954783,35.79505367,M
1565594,04092021308,Food Runners Collaborative,1001 Blair DR ,,RALEIGH,NC,27603,(919) 856-1823,2005/02/08 00:00:00+00,Food Stand,6989,-78.6633093,35.76445694,M
1565595,04092021134,Lowes Foods #187 Produce,12524 Capital Blv,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002/08/09 00:00:00+00,Food Stand,7000,-78.53270438,35.98593613,M
1565596,04092021136,Lowes Foods #189 Seafood ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 00:00:00+00,Food Stand,7021,-78.50515596,35.79511678,M
1565597,04092013640,Lowes Foods #187 Deli,12524 Capital BLVD ,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002/08/09 00:00:00+00,Restaurant,7022,-78.53270438,35.98593613,M
1565598,04092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,,CARY,NC,27513,(919) 677-0033,2004/08/17 00:00:00+00,Restaurant,7033,-78.77115656,35.82699882,M
1565599,04092013632,River Ridge Golf Club,3224 Auburn-Knightdale Rd RD ,,RALEIGH,NC,27610,(919) 661-8374,2002/07/11 00:00:00+00,Restaurant,7036,-78.52542842,35.7282959,M
1565600,04092014288,Stromboli's,2900 Spring Forest Rd,,RALEIGH,NC,27616,(919) 876-4222,2005/03/30 00:00:00+00,Restaurant,7041,-78.59114174,35.85495156,M
1565601,04092021322,Harris Teeter #58 Meat/Seafood,750 W Williams ST ,,APEX,NC,27502,(919) 362-3782,2005/04/13 00:00:00+00,Food Stand,7042,-78.86276064,35.73803218,M
1565602,04092013127,Arena Cafe- Cisco Bldg 7,7100 KIT CREEK RD ,,MORRISVILLE,NC,27560,(919) 699-6109,2000/04/01 00:00:00+00,Restaurant,7069,-78.8755307,35.8578511,M
1565603,04092014264,Subway 10949,2859 Wendell BLVD ,,WENDELL,NC,27591,(919) 365-4005,2005/03/04 00:00:00+00,Restaurant,7090,-78.37990993,35.79443628,M
1565604,04092300183,Food Lion #90 Meat Market,4317 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5376,2000/07/01 00:00:00+00,Meat Market,7091,-78.61339277,35.84095998,M
1565605,04092014194,El Paseo,3027-113 Capital BLVD ,,RALEIGH,NC,27604-3387,(919) 954-8518,2004/11/18 00:00:00+00,Restaurant,7085,-78.5915988,35.82107282,M
1565606,04092021201,Middle Creek Park,151 Middle Creek Park AVE ,,APEX,NC,27502,(919) 427-9891,2003/06/23 00:00:00+00,Food Stand,7109,-78.76496319,35.66721873,M
1565607,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,RALEIGH,NC,27612-5385,(919) 781-8776,1991/08/26 00:00:00+00,Meat Market,7097,-78.70556784,35.82545067,M
1565608,04092021332,Lowes Foods #218 Produce ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 00:00:00+00,Food Stand,7112,-78.73779147,35.88567278,M
1565609,04092110121,Yates Mill Elem. Sch. Cafet.,5993 YATES MILL POND RD,,RALEIGH,NC,27606-8930,(919) 233-4244 ext. 20912,2000/06/27 00:00:00+00,Public School Lunchrooms,7155,-78.72960612,35.73779691,M
1565610,04092020964,Food Lion #1481 Deli ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000/07/01 00:00:00+00,Food Stand,7160,-78.66044244,35.88617531,T
1565611,04092160026,Holly Hill Hospital Kitchen,3019 Falstaff Rd,,RALEIGH,NC,27610,(919) 250-7000,2003/06/28 00:00:00+00,Institutional Food Service,7164,-78.58396978,35.78299281,M
1565612,04092021202,Lowes Foods #207 Deli,112 Bass Lake Rd,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 00:00:00+00,Food Stand,7165,-78.82480349,35.65381034,M
1565613,04092013840,Moe's Southwest Grill,127 Weston PKY ,,CARY,NC,27513,(919) 678-8444,2003/07/02 00:00:00+00,Restaurant,7166,-78.77115656,35.82699882,M
1565614,04092160037,Sunrise Of Raleigh Assisted Living Cafeteria,4801 Edwards Mill Rd,,RALEIGH,NC,27612,(919) 787-0777,2003/07/07 00:00:00+00,Institutional Food Service,7167,-78.68554467,35.83972668,M
1565615,04092013876,Bass Lake Draft House,124 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 567-3251,2002/08/20 00:00:00+00,Restaurant,7169,-78.82480349,35.65381034,M
1565616,04092013886,Wasabi,"107 Edinburgh South, St 135 ",,CARY,NC,27511,(919) 460-7980,2003/08/28 00:00:00+00,Restaurant,7171,-78.79910146,35.73756978,M
1565617,04092030349,Gettin' Sauced in the City (WCID #615),8132 Wheeler Woods DR ,,APEX,NC,27539,(919) 500-9448,2017/11/06 00:00:00+00,Mobile Food Units,7183,-78.74607092,35.67171508,M
1565618,04092030320,BAOZI (WCID #579),6909 GLENWOOD AVE ,,RALEIGH,NC,27602,(919) 307-8870,2016/12/20 00:00:00+00,Mobile Food Units,7188,-78.71371863,35.86286681,M
1565619,04092014492,Brasa Brazilian Steakhouse,8551 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 544-3344,2006/02/02 00:00:00+00,Restaurant,7191,-78.78334742,35.90685073,M
1565620,04092020996,Food Lion #723 Deli ,7053 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000/07/01 00:00:00+00,Food Stand,7193,-78.4900383,35.7998273,M
1565621,04092300148,Food Lion #1481 Meat Market ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000/07/01 00:00:00+00,Meat Market,7196,-78.66044244,35.88617531,T
1565622,04092300150,Food Lion #1374 Meat Market,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000/07/01 00:00:00+00,Meat Market,7197,-78.65461142,35.89932701,M
1565623,04092016985,MCDONALD'S #12293,3424 POOLE RD ,,RALEIGH,NC,27610,(919) 250-0072,2015/07/17 00:00:00+00,Restaurant,7201,-78.57821337,35.76749685,M
1565624,04092015200,NEW YORK DINER,909-1 MCKNIGHT DR ,,KNIGHTDALE,NC,27545,(919) 217-0838,2008/08/20 00:00:00+00,Restaurant,7189,-78.49218524,35.79586021,M
1565625,04092016984,RALEIGH BEER GARDEN,614 GLENWOOD AVE ,,RALEIGH,NC,27603,(984) 232-8074,2015/07/15 00:00:00+00,Restaurant,7202,-78.64672235,35.78805438,M
1565626,04092017939,MCDONALDS AT CROSSROADS #13363,1830 WALNUT ST ,,CARY,NC,27511,(919) 233-0080,2018/09/28 00:00:00+00,Restaurant,7203,-78.74334016,35.75902812,M
1565627,04092030451,Tacos Y Pupusas Mi Paisano (WCID #745),404 W CHATHAM ST,,CARY,NC,27511,(919) 454-2182,2019/11/25 00:00:00+00,Mobile Food Units,7204,-78.78845716,35.78703957,M
1565628,04092017965,Chipotle #3266,4421-120 Six Forks RD ,,RALEIGH,NC,27609,(919) 785-3316,2018/10/17 00:00:00+00,Restaurant,7190,-78.64257479,35.83992724,M
1565629,04092040374,Wicked Links #6 (WCID #733),11800 Galaxy Drive,,WAKE FOREST,NC,27587,(919) 855-8548,2019/08/14 00:00:00+00,Pushcarts,7222,-78.53891541,35.96854995,M
1565630,04092021223,Food Lion #1358 Deli,1121 Falls River Ave ,,RALEIGH,NC,27614,(919) 847-1640,2003/09/29 00:00:00+00,Food Stand,7230,-78.58940896,35.90603425,M
1565631,04092015682,OLIVE GARDEN #1831,12600 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-1007,2010/07/21 00:00:00+00,Restaurant,7253,-78.53167145,35.98839421,M
1565632,04092030158,FOODLAND MOBILE FOOD UNIT (WCID #170),11 W JONES ST ,,RALEIGH,NC,27601,(919) 798-0590,2005/10/25 00:00:00+00,Mobile Food Units,7256,-78.63943083,35.78220511,M
1565633,04092014667,Tangerine Cafe,2422 SW Cary PKY ,,CARY,NC,27513,(919) 468-8688,2006/08/21 00:00:00+00,Restaurant,7261,-78.82085718,35.76363975,M
1565634,04092020916,Papa John's #619,5260 Capital Blv,,RALEIGH,NC,27616-3232,(919) 872-7575,2000/01/14 00:00:00+00,Food Stand,7266,-78.580183,35.85814638,M
1565635,04092013111,The Flying Saucer Restaurant,328 W MORGAN ST ,,RALEIGH,NC,27601-1369,(919) 821-7401,2000/02/25 00:00:00+00,Restaurant,7285,-78.64477312,35.78005661,M
1565636,04092014078,Chuck E Cheese,3501-131 Capital Blv,,RALEIGH,NC,27604,(919) 850-9241,2004/06/24 00:00:00+00,Restaurant,7274,-78.58559583,35.82850307,M
1565637,04092020992,Food Lion #1454 Deli,3415 Avent Ferry Rd,,RALEIGH,NC,27607,(919) 858-9772,2000/07/01 00:00:00+00,Food Stand,7295,-78.69720844,35.76626617,M
1565638,04092020978,Food Lion #586 Deli,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 231-6202,2000/07/01 00:00:00+00,Food Stand,7297,-78.57953261,35.76724571,M
1565639,04092018417,First Watch,304 GRAND HILL PL,,HOLLY SPRINGS,NC,27540-4490,,2020/08/12 00:00:00+00,Restaurant,7303,-78.8436742,35.66711942,M
1565640,04092300142,Food Lion #1459 Meat Market,1508 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-1000,2000/07/01 00:00:00+00,Meat Market,7293,-78.80356197,35.60352165,T
1565641,04092017663,CHIOS ROTISSERIE,2656 TIMBER DR ,,GARNER,NC,27529,(919) 773-1016,2017/08/07 00:00:00+00,Restaurant,7304,-78.63679241,35.71604965,M
1565642,04092016624,WAFFLE HOUSE #2051,2237 AVENT FERRY RD ,#105,RALEIGH,NC,27607,(919) 856-4789,2014/02/20 00:00:00+00,Restaurant,7306,-78.67605091,35.77835817,M
1565643,04092015575,TRIBECA TAVERN,500 LEDGESTONE WAY ,,CARY,NC,27519,(919) 465-3055,2010/02/19 00:00:00+00,Restaurant,7307,-78.84803797,35.79230683,M
1565644,04092016473,STARBUCKS #75937,500 Fayetteville ST ,,RALEIGH,NC,27601,(919) 833-1120,2013/08/16 00:00:00+00,Restaurant,7322,-78.63997557,35.77359698,M
1565645,04092300155,Food Lion #586 Meat Market ,3416 POOLE RD ,,RALEIGH,NC,27610-2918,,2000/07/01 00:00:00+00,Meat Market,7323,-78.57953261,35.76724571,M
1565646,04092013252,MacGregor Draft House,107 Edinburgh SOUTH DR ,Suite 120,CARY,NC,27511,(919) 461-1633,2001/01/02 00:00:00+00,Restaurant,7326,-78.79792507,35.7367619,M
1565647,04092015576,TROPICAL SMOOTHIE CAFE,8111-157 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 803-5991,2010/03/03 00:00:00+00,Restaurant,7308,-78.68081035,35.89754797,M
1565648,04092013271,Hayes Barton Cafe & Dessertery,2000 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 856-8551,2001/01/24 00:00:00+00,Restaurant,7328,-78.64632317,35.80452758,M
1565649,04092013309,Bojangles' #27,3920 Jones Sausage RD ,,GARNER,NC,27529,(919) 662-1621,2001/04/23 00:00:00+00,Restaurant,7331,-78.58008723,35.72685808,M
1565650,04092021746,WALMART NEIGHBORHOOD DELI #4147,3560 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-2731,2013/06/18 00:00:00+00,Food Stand,7334,-78.84576194,35.81812076,M
1565651,04092013689,Mr Dumpling,5470 Apex Peakway ,,APEX,NC,27502,(919) 387-7709,2002/10/21 00:00:00+00,Restaurant,7352,-78.86537597,35.73683859,M
1565652,04092021154,Food Lion #341 Deli ,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2002/10/25 00:00:00+00,Food Stand,7353,-78.31858381,35.83228812,M
1565653,04092014360,Circle K #6314,11700 New Leesville RD ,,RALEIGH,NC,27613,(919) 696-4308,2005/08/01 00:00:00+00,Restaurant,7347,-78.74118636,35.92072024,M
1565654,04092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,,CARY,NC,27511,(919) 233-9483,2003/01/17 00:00:00+00,Restaurant,7357,-78.78068706,35.73567462,M
1565655,04092015712,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,,ZEBULON,NC,27616,(919) 269-3399,2010/09/15 00:00:00+00,Restaurant,7358,-78.29418521,35.83015828,M
1565656,04092110476,RIVER BEND ELEMENTARY CAFETERIA,6710 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 431-8010 ext. 25509,2008/12/03 00:00:00+00,Public School Lunchrooms,7362,-78.53592651,35.86465714,M
1565657,04092021185,LA TAPATIA BUTCHER SHOP & SNACK BAR,1700 St. Albans Dr,,RALEIGH,NC,27609,(919) 954-4816,2003/04/08 00:00:00+00,Food Stand,7369,-78.61051607,35.83290448,M
1565658,04092021088,Lowes Foods #185 Produce,1845 AVERSBORO RD ,,GARNER,NC,27529-4836,(919) 779-9907,2001/08/31 00:00:00+00,Food Stand,7379,-78.61583871,35.68506655,M
1565659,04092013423,John Deere Cafe,2000 EVANS RD,,CARY,NC,27513-2008,(919) 804-2509,2001/10/03 00:00:00+00,Restaurant,7383,-78.80087083,35.82273916,M
1565660,04092021222,Food Lion #75 Deli ,1339 5Th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 00:00:00+00,Food Stand,7385,-78.62278736,35.70820906,M
1565661,04092013896,Woody's @ City Market,205 Wolfe St ,,RALEIGH,NC,27601,(919) 833-3000,2003/08/29 00:00:00+00,Restaurant,7388,-78.63643476,35.77636518,M
1565662,04092040134,New York Style Hot Dogs (WCID #621),300 Fayetteville ST ,,RALEIGH,NC,27602,(919) 332-9385,2004/01/28 00:00:00+00,Pushcarts,7392,-78.63980508,35.77668772,M
1565663,04092300152,Food Lion #247 Meat Market,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000/07/01 00:00:00+00,Meat Market,7393,-78.57896604,35.84571366,M
1565664,04092021245,Food Lion #2504 Deli ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003/12/12 00:00:00+00,Food Stand,7390,-78.54967347,35.79198567,M
1565665,04092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,NC,27513-4163,(919) 460-6274,2002/06/18 00:00:00+00,Meat Market,7394,-78.76838489,35.80043169,M
1565666,04092300176,Food Lion #816 Meat Market,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000/07/01 00:00:00+00,Meat Market,7395,-78.73773412,35.74361197,M
1565667,04092021968,EDIBLE ARRANGEMENTS #1614,2481 WENDELL BLVD ,,WENDELL,NC,27591,(919) 374-8888,2016/07/08 00:00:00+00,Food Stand,7413,-78.38739221,35.79950843,M
1565668,04092300178,Food Lion #723 Meat Market ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000/07/01 00:00:00+00,Meat Market,7396,0,0,U
1565669,04092110145,Turner Creek Elementary Cafeteria,6801 Turner Creek Rd ,,CARY,NC,27519,(919) 363-1399,2004/07/09 00:00:00+00,Public School Lunchrooms,7421,-78.87522127,35.77275991,M
1565670,04092014019,Jason's Deli,8421-101 Brier Creek Pky ,,RALEIGH,NC,27617,(919) 572-9996,2004/04/07 00:00:00+00,Restaurant,7406,-78.78578747,35.90670595,M
1565671,04092030117,Pupuseria El Salvador (WCID #403),15 Jones Franklyn RD ,,RALEIGH,NC,27606,(919) 625-4405,2004/08/20 00:00:00+00,Mobile Food Units,7426,-78.72110095,35.78550754,M
1565672,04092021847,FOOD LION #2199 PRODUCE,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2015/04/29 00:00:00+00,Food Stand,7430,-78.7027985,35.90556189,M
1565673,04092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004/05/04 00:00:00+00,Restaurant,7408,-78.62697433,35.89197359,M
1565674,04092015521,NOODLES & COMPANY,200 CROSSROADS  BLVD ,STE 110,CARY,NC,27518,(919) 851-5080,2009/11/02 00:00:00+00,Restaurant,7433,-78.74109738,35.76025037,M
1565675,04092018489,Carolina Crispy Fry,1209 Farmers Market DR ,,RALEIGH,NC,27603,(314) 458-1068,2020/12/11 00:00:00+00,Restaurant,7435,-78.6633093,35.76445694,M
1565676,04092017757,Michael's English Muffins,3611-114 Spring Forest RD ,,RALEIGH,NC,27616,(919) 615-0319,2017/12/15 00:00:00+00,Restaurant,7411,-78.57985951,35.8552556,M
1565677,04092011279,Ole Time Barbecue,6309 HILLSBOROUGH ST,,RALEIGH,NC,27606-1148,(919) 859-2544,1993/05/11 00:00:00+00,Restaurant,7460,-78.73877091,35.78732806,M
1565678,04092110093,Durant Road Elem. Cafeteria,9901 DURANT RD ,YEAR ROUND,RALEIGH,NC,27614-9369,(919) 870-4210,1992/07/02 00:00:00+00,Public School Lunchrooms,7465,-78.58044482,35.8996083,M
1565679,04092014090,Moe's Southwest Grill,7850-115 Alexander Promonade Pl ,,RALEIGH,NC,27617,(919) 957-9075,2004/07/14 00:00:00+00,Restaurant,7423,-78.7803264,35.91259169,M
1565680,04092014196,Buffalo Wild Wings # 113,148 Shenstone BLVD ,,GARNER,NC,27529,(919) 661-5238,2004/12/03 00:00:00+00,Restaurant,7504,-78.58054205,35.69110315,M
1565681,04092014366,St. Michael the Arch Angel Catholic Church,808 High House RD ,,CARY,NC,27513,(919) 468-6100,2005/08/16 00:00:00+00,Restaurant,7491,-78.82211368,35.78588729,M
1565682,04092016986,BIG ED'S NORTH,5009 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 747-9533,2015/07/16 00:00:00+00,Restaurant,7517,-78.61557526,35.84978294,M
1565683,04092014261,Sheetz #361,4801 Thorton RD,,RALEIGH,NC,27616,(919) 862-0904,2005/03/02 00:00:00+00,Restaurant,7508,-78.55822088,35.89881867,M
1565684,04092014497,MAGNOLIA KITCHEN,120 N Wingate ST,,WAKE FOREST,NC,27587,(919) 761-2170,2006/02/09 00:00:00+00,Restaurant,7546,-78.51237284,35.98136068,M
1565685,04092021112,WalMart Deli,1051 E BROAD ST ,,FUQUAY VARINA,NC,27526-1799,(919) 567-2350,2002/03/19 00:00:00+00,Food Stand,7553,-78.78149947,35.59449432,M
1565686,04092013481,McDonald's #26522,5016-101 Spring Forest Rd,,RALEIGH,NC,27616,(919) 954-8880,2001/12/20 00:00:00+00,Restaurant,7520,-78.55692582,35.85595131,M
1565687,04092110129,Moore Square Magnet Middle School,301 S PERSON ST,,RALEIGH,NC,27601-1821,(919) 664-5737 ext. 26635,2002/07/08 00:00:00+00,Public School Lunchrooms,7558,-78.6342447,35.77609748,M
1565688,04092013496,Starbucks #8495,9630-101 FALLS OF NEUSE RD,,RALEIGH,NC,27615-2472,(919) 847-1363,2002/01/14 00:00:00+00,Restaurant,7523,-78.60240848,35.90512634,M
1565689,04092030473,Cousins Maine Lobster #3 (WCID #762),3209 GRESHAM LAKE RD,Suite 119,RALEIGH,NC,27615-3757,(919) 559-2673,2020/03/31 00:00:00+00,Mobile Food Units,7567,-78.58044821,35.88538074,M
1565690,04092025149,Harris Teeter #353 Starbucks,13686 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2017/11/09 00:00:00+00,Food Stand,7612,-78.51867461,36.00548951,M
1565691,04092025256,Dank Burrito @ TCo,500 E Davie ST ,Ste. 132,RALEIGH,NC,27601,(919) 917-7521,2019/04/17 00:00:00+00,Food Stand,7617,-78.63206132,35.77487463,M
1565692,04092013646,Barnes & Noble Book Sellers #2126,5959 Triangle Town Blv, Ste 2107,RALEIGH,NC,27616,(919) 792-2140,2002/08/13 00:00:00+00,Restaurant,7629,-78.57603863,35.86599856,M
1565693,04092017629,TROPICAL SMOOTHIE CAFE NC-55,6679-101 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 879-2233,2017/06/14 00:00:00+00,Restaurant,7628,-78.62317377,35.87493875,M
1565694,04092018321,The Cafe,1500 N HARRISON AVE,,CARY,NC,27513,(919) 228-4598,2020/02/11 00:00:00+00,Restaurant,7648,-78.76821342,35.81996762,M
1565695,04092022023,Hugo's Kitchen,9910 Sellona ST ,,RALEIGH,NC,27617,(919) 361-8399,2017/07/13 00:00:00+00,Food Stand,7649,-78.80849469,35.90144084,M
1565696,04092022021,Harris Teeter #304 Produce,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Food Stand,7651,-78.78791806,35.91890974,M
1565697,04092017644,Mo Fu Shoppe,321 S Blount ST ,,RALEIGH,NC,27601,(919) 301-8465,2017/06/26 00:00:00+00,Restaurant,7652,-78.63624076,35.77587123,M
1565698,04092022016,CHILD CARE SERVICES ASSOCIATION,1305 GLENWOOD AVE ,,RALEIGH,NC,27605,(919) 754-3651,2017/05/30 00:00:00+00,Food Stand,7658,-78.64721776,35.79543828,M
1565699,04092021003,Food Lion #434 Deli,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 552-1388,2000/07/01 00:00:00+00,Food Stand,7660,-78.77764359,35.59047244,M
1565700,04092300170,Food Lion #649 Meat Market ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000/07/01 00:00:00+00,Meat Market,7663,-78.68034061,35.74405959,M
1565701,04092021542,WALMART #1372 DELI,4500 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 772-8751,2008/07/14 00:00:00+00,Food Stand,7682,-78.6585824,35.71894128,M
1565702,04092014665,Zaxby's Restaurant,4150 FAYETTEVILLE RD,,RALEIGH,NC,27603-3606,(919) 661-7772,2006/08/22 00:00:00+00,Restaurant,7693,-78.65280432,35.72361266,M
1565703,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,NC,27513,(919) 460-0088,2013/12/19 00:00:00+00,Restaurant,7694,-78.81098892,35.78581105,M
1565704,04092025206,Keim Center (Ravenscroft School),7409 Falls of Neuse RD ,,RALEIGH,NC,27615,,2018/08/24 00:00:00+00,Food Stand,7695,-78.63135227,35.88450956,M
1565705,04092013458,McDonald's,10100 LEESVILLE RD ,,RALEIGH,NC,27613-7541,(919) 841-9282,2001/11/21 00:00:00+00,Restaurant,7713,-78.72754368,35.90927982,M
1565706,04092021402,Harris Teeter #283 Deli ,8101 Fayetteville RD ,,FUQUAY VARINA,NC,27603,(919) 772-0241,2006/08/16 00:00:00+00,Food Stand,7696,-78.70123204,35.66365888,M
1565707,04092110130,Holly Ridge Middle Sch. Cafeteria,950 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1310,2002/07/17 00:00:00+00,Public School Lunchrooms,7751,-78.81529539,35.65412904,M
1565708,04092110131,Holly Ridge Elementary Cafeteria,900 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1300 ext. 23118,2002/07/17 00:00:00+00,Public School Lunchrooms,7753,-78.81529539,35.65412904,M
1565709,04092110132,Reedy Creek Middle Sch. Cafeteria,930 Reedy Creek Rd ,,CARY,NC,27513,(919) 460-3504 ext. 21498,2002/07/26 00:00:00+00,Public School Lunchrooms,7754,-78.7681835,35.81273345,M
1565710,04092013595,Goodberry's #12,9870 Leesville RD ,,RALEIGH,NC,27613-7536,(919) 847-0453,2002/05/24 00:00:00+00,Restaurant,7749,-78.72831344,35.90771409,M
1565711,04092160086,Holly Hill Adult Hospital Foodservice,221 Michael J. Smith LN ,,RALEIGH,NC,27610,(919) 250-7000,2018/05/25 00:00:00+00,Institutional Food Service,7773,-78.5783855,35.77912888,M
1565712,04092013505,Subway,2444 SW CARY PKY ,,CARY,NC,27513,(919) 467-3898,2002/01/25 00:00:00+00,Restaurant,7781,-78.82085718,35.76363975,M
1565713,04092110510,SOUTH GARNER HIGH SCHOOL CAFETERIA,8228 HEBRON CHURCH RD ,,GARNER,NC,27529,(919) 662-2379 ext. 23590,2016/07/14 00:00:00+00,Public School Lunchrooms,7799,-78.57968058,35.65502088,M
1565714,04092018393,Domino's #8925,1284 W WILLIAMS ST,,APEX,NC,27502-3953,(919) 303-0800,2020/07/01 00:00:00+00,Restaurant,7802,-78.87327975,35.74703535,M
1565715,04092016743,McDonald's #34347,9698 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 845-5502,2014/08/28 00:00:00+00,Restaurant,7803,-78.60134346,35.90639988,M
1565716,04092018627,Kazu Hibachi,8111 Creedmioor  RD ,Suite 149,RALEIGH,NC,27613,(919) 977-8999,2021/05/11 00:00:00+00,Restaurant,7816,-78.68248786,35.89850336,M
1565717,04092021193,Harris Teeter #112 Meat Market/Seafood,270 Grande Heights Dr ,,CARY,NC,27513,(919) 460-4326,2003/06/24 00:00:00+00,Food Stand,7824,-78.7805746,35.804703,M
1565718,04092021200,Thomas Brooks Park,111 Brooks Park Ln ,,CARY,NC,27519,(919) 621-8410,2003/06/23 00:00:00+00,Food Stand,7823,-78.89913516,35.79551424,M
1565719,04092011678,McDonald's #14961,4413 Capital BLVD ,,RALEIGH,NC,27604-4314,(919) 878-0155,1995/04/22 00:00:00+00,Restaurant,7831,-78.58053149,35.84413369,M
1565720,04092300094,Harris Teeter #21 Meat Market,500 OBERLIN RD ,,RALEIGH,NC,27605-1327,(919) 828-9216,1994/11/01 00:00:00+00,Meat Market,7877,-78.66105804,35.79149603,M
